Duration,Price,Night,Number_of_Flights
420,11245,False,3
330,10056,False,2
1080,10539,True,2
140,5277,True,1
795,11936,False,2
1375,13014,True,3
1640,8820,False,2
1295,12373,False,2
1655,10262,False,2
85,4995,False,1
1315,7438,True,2
170,4148,True,1
140,3597,False,1
955,5192,False,2
740,16736,False,2
480,7933,False,2
675,8879,False,2
195,5000,False,1
965,8137,False,2
1580,22096,False,3
170,4273,True,1
365,35185,True,2
220,4226,True,2
475,10844,False,2
90,2754,False,1
335,6301,False,2
1700,13222,False,3
1145,12898,False,2
830,12127,False,2
1540,13067,True,2
1660,9920,False,3
175,4239,False,1
1270,14714,True,2
325,6218,True,2
140,7295,True,1
460,7408,True,2
505,13994,False,2
150,5224,False,1
80,4391,True,1
1165,14109,False,3
170,4885,False,1
180,8016,False,1
395,12524,False,2
995,6017,True,2
1275,10441,True,3
175,3625,True,1
2280,15586,True,4
675,7199,False,2
1325,12273,False,3
390,7530,True,2
90,5678,True,1
1245,11753,False,3
90,1965,True,1
400,10208,False,2
305,5054,True,2
425,14871,False,2
715,12373,False,2
90,2017,True,1
890,10661,False,2
520,9794,False,2
1630,13067,True,2
140,7298,False,1
175,7648,False,1
590,10676,False,3
165,6961,False,1
845,6979,False,2
720,13587,False,2
570,10844,False,2
170,3943,False,1
705,6838,False,2
360,6542,False,2
715,12239,False,2
730,14388,False,2
170,4148,True,1
625,16840,False,3
765,9646,False,2
1265,14571,True,2
570,7923,False,2
520,8586,True,2
555,9646,False,2
1315,14388,False,2
1430,13044,False,2
540,10197,False,2
1395,14714,True,2
555,9929,False,2
335,6017,True,2
135,3597,False,1
570,5704,False,2
520,14714,True,2
165,5228,False,1
1520,11467,False,2
170,4668,False,1
180,4591,True,1
180,3943,True,1
165,5228,False,1
995,12242,True,2
1580,11185,False,3
975,6573,False,2
365,14781,False,2
970,14960,False,3
145,4332,False,1
170,7652,True,1
690,14151,False,2
170,4319,False,1
1420,10929,True,3
1620,11491,False,3
195,6015,False,1
690,12692,False,2
150,4384,True,1
165,3943,False,1
600,12373,False,2
315,19225,False,2
1385,14053,True,2
170,5911,False,1
740,10877,False,2
585,7757,True,2
515,6558,False,2
165,4804,False,1
90,5678,False,1
1105,12373,False,2
165,5198,False,1
150,6064,False,1
395,15029,True,2
810,10909,True,3
665,18492,False,2
1570,10262,True,2
345,8781,False,2
455,6442,False,2
405,20120,False,2
165,4878,True,1
760,16736,True,2
435,9630,False,2
700,8610,False,2
135,3687,False,1
765,8452,True,2
170,3943,False,1
85,3342,False,1
1080,13067,True,2
165,4878,True,1
775,14388,True,2
900,16704,False,3
75,3100,True,1
1480,13387,False,4
90,4049,False,1
810,13029,True,3
175,3919,True,1
145,3850,True,1
1210,8839,False,3
730,7064,False,2
735,13941,True,2
1470,13007,False,4
510,14781,False,2
90,2071,True,1
195,4256,False,1
155,7923,False,1
150,3782,True,1
800,12384,True,2
935,8565,False,2
300,6232,False,2
170,4777,True,1
155,4145,True,1
720,5192,True,2
170,4729,True,1
860,6093,False,2
545,8891,False,2
745,12242,False,2
1500,11467,False,2
730,14781,True,2
720,10197,False,2
725,17261,True,2
765,7480,True,2
155,4804,False,1
145,4439,False,1
1375,10368,True,3
310,6065,False,2
585,8586,True,2
185,5406,False,1
600,12142,True,3
620,14714,True,2
1570,10262,True,2
725,15434,False,2
1390,10676,False,3
155,4804,True,1
1025,13014,True,3
170,3943,False,1
990,9678,True,3
685,14781,False,2
600,10197,False,2
800,10861,True,3
450,10844,True,2
965,7480,False,2
500,5684,False,2
1620,14714,False,2
505,9314,False,2
155,4435,True,1
690,11789,False,2
175,3919,True,1
175,5198,False,1
170,4273,True,1
1550,8820,False,2
90,2754,False,1
1625,8085,True,2
1480,10539,True,2
750,14676,False,2
1570,6017,True,2
185,4544,True,1
195,4140,False,2
175,7229,False,1
1275,16373,True,3
1045,10991,True,3
1315,9663,False,2
1520,14305,True,2
865,6752,False,2
1010,8529,False,2
195,4729,True,1
735,7670,False,2
90,4995,False,1
180,7229,False,1
175,4823,False,1
150,3782,True,1
1485,12898,True,2
140,3841,True,1
505,9627,False,2
890,14571,True,2
155,6985,False,1
85,8040,False,1
155,4804,True,1
845,10678,True,2
1515,14231,False,2
1220,8529,True,2
500,11753,False,3
1760,16704,True,3
585,13374,True,2
80,3625,True,1
1620,16079,False,2
940,10262,True,2
330,9663,False,2
450,9595,True,2
155,4804,False,1
1165,12744,False,3
170,6961,False,1
875,9663,False,2
520,7575,False,2
925,13355,True,3
1700,12592,False,3
90,3625,False,1
805,10262,False,2
1410,9443,True,3
635,18959,False,2
85,4784,False,1
1110,7893,False,2
1490,14431,False,3
340,79512,True,2
90,3210,True,1
900,13677,False,2
1640,7480,False,2
760,8372,True,2
1380,11664,True,3
165,6961,False,1
165,6121,False,1
165,5911,False,1
170,3398,False,1
390,7530,True,2
165,3419,True,1
175,6558,True,1
1435,10203,True,2
1525,11087,True,2
170,5575,True,1
870,6152,False,2
435,5608,False,2
1365,17261,False,2
1615,15129,False,3
165,3419,True,1
285,6218,False,2
620,14714,True,2
465,14848,False,2
435,9358,False,2
1350,8366,False,2
465,15342,False,2
80,5678,True,1
155,4804,True,1
475,14571,False,2
740,12681,False,2
780,17261,True,2
1065,9922,False,2
1025,10844,True,2
160,4423,True,1
165,3419,True,1
335,14714,True,2
340,11087,True,2
570,6316,False,2
135,3543,False,1
1025,14571,True,2
505,14676,False,2
995,17261,False,2
910,13941,False,2
1565,13348,False,2
175,8016,False,1
330,12898,False,2
185,7229,True,1
90,2017,True,1
670,16736,False,2
150,3873,False,1
490,6704,False,2
1495,10844,True,2
160,7450,True,1
730,16736,False,2
1295,10262,False,2
2065,10991,True,3
175,3311,True,1
895,7081,False,2
180,3943,True,1
375,8372,False,2
1410,11701,True,3
175,5769,False,1
625,15965,False,3
170,4423,False,1
280,6136,False,2
365,11087,False,2
145,3540,True,1
865,12898,False,2
165,4591,False,1
1660,8635,True,2
600,14714,False,2
1365,14151,True,2
860,8835,True,2
925,11936,False,2
900,13882,True,3
965,5117,False,2
175,4544,False,1
940,6442,False,2
1275,10441,True,3
95,2227,True,1
165,7229,False,1
360,10262,False,2
800,13817,False,2
295,5975,False,2
160,4148,True,1
570,13587,False,2
80,2759,True,1
180,7229,True,1
1475,13547,False,3
155,3873,False,1
730,14388,False,2
910,13731,True,2
160,3815,False,1
90,5678,False,1
1495,9663,False,2
455,8855,False,2
1125,15129,False,3
365,13555,False,2
665,10844,True,2
580,7832,False,2
810,11150,True,3
865,8452,True,2
385,9646,False,2
170,3943,False,1
355,5281,False,2
865,14667,False,3
800,14571,True,2
390,28097,True,2
1355,17471,True,2
660,10577,False,2
465,14848,False,2
170,4591,True,1
140,3597,True,1
380,6938,False,2
150,3807,True,1
600,10262,False,2
725,11432,False,3
160,7229,True,1
465,14848,False,2
1025,8586,False,2
520,6106,False,2
140,3873,True,1
440,15812,False,3
1080,12121,True,2
800,8586,False,2
705,7354,False,2
160,4778,True,1
750,6838,False,2
755,10276,False,2
180,8016,False,1
615,4943,False,2
170,4823,False,1
475,12996,False,2
615,9929,False,2
930,9508,False,2
185,5674,True,1
145,3858,False,1
155,4804,True,1
690,13377,False,2
805,12898,False,2
155,4409,False,1
870,8759,False,2
1405,10394,True,2
145,3858,False,1
330,6253,False,2
1045,15129,True,3
470,4773,False,2
1610,9663,False,2
1005,12692,False,2
165,3943,True,1
1685,10703,False,2
860,8784,False,2
585,11622,False,2
140,5277,True,1
865,8327,False,2
195,6885,True,1
180,8016,False,1
305,10112,True,2
485,14871,False,2
600,10262,False,2
90,2470,True,1
1210,11622,False,3
865,8662,True,2
1560,11972,False,3
1140,11992,False,3
1105,12373,False,2
930,7198,False,2
330,14714,False,2
570,6316,False,2
875,5998,False,2
1285,13044,True,2
565,9646,False,2
865,6451,False,2
355,5281,False,2
90,2228,True,1
165,3943,False,1
1245,11753,False,3
810,12819,True,3
1735,8728,False,3
270,4812,False,2
1745,14151,False,2
765,8452,True,2
305,6762,False,2
1100,13817,True,2
1355,12898,False,2
265,3480,True,2
580,27992,False,2
600,7791,True,3
1010,5704,False,2
340,5268,False,2
170,3898,False,1
150,3847,False,1
690,10877,False,2
630,8371,False,2
920,7038,False,2
590,14571,False,2
800,11841,True,2
1390,15129,False,3
140,3841,True,1
1505,10262,False,2
155,4460,True,1
175,7648,True,1
790,8610,False,2
140,3597,False,1
515,6442,False,2
860,12351,False,2
480,14067,False,2
170,4823,True,1
1750,12102,False,2
85,8040,False,1
175,7648,False,1
325,6582,True,2
170,4668,False,1
170,4823,True,1
140,3873,True,1
535,8476,False,2
315,5636,False,2
685,8586,False,2
175,4823,True,1
170,6881,True,1
510,10844,False,2
220,4226,True,2
1425,12373,True,2
810,10697,False,3
90,4995,False,1
1595,9443,False,3
1375,13029,True,3
2040,12347,True,3
480,7408,False,2
865,7064,True,2
925,13843,False,2
155,4174,False,1
565,16294,False,4
155,3841,False,1
170,4423,True,1
170,5201,True,1
1705,12599,False,3
90,4049,False,1
1505,12797,False,3
870,13067,True,2
1350,9345,True,2
425,6818,True,2
90,8040,False,1
1095,14300,True,3
435,13727,True,2
1050,7832,False,2
535,16259,True,2
170,4823,False,1
1235,16736,False,2
1200,13217,False,3
490,6637,False,2
1025,10844,True,2
555,8401,False,2
145,3873,False,1
505,12410,True,3
810,15129,True,3
170,4423,False,1
360,16079,False,2
1105,15894,False,3
845,9103,True,2
1350,8991,False,2
1530,7893,False,3
90,4575,True,1
145,3873,False,1
935,7832,True,2
140,3597,False,1
1575,13759,True,2
185,7229,True,1
155,3873,False,1
780,9794,False,2
1125,6681,False,2
180,4423,True,1
685,10844,False,2
705,7258,False,2
90,4995,False,1
1325,14924,True,2
1665,6590,False,2
940,10262,True,2
150,5515,False,1
1475,6643,True,3
90,2754,True,1
310,6493,False,2
325,6218,True,2
800,10861,True,3
515,7094,False,2
85,2227,True,1
180,4544,True,1
630,7664,True,3
180,8016,False,1
150,3807,True,1
725,12698,False,3
1330,8586,False,2
1330,7064,False,2
195,5601,True,1
380,7317,False,2
1470,12797,False,4
255,4226,False,2
395,14151,False,2
890,6628,False,2
170,8033,True,1
505,11200,False,2
155,4804,False,1
720,5192,True,2
1125,13014,False,3
1525,10844,True,2
510,15603,False,2
175,4239,False,1
1200,13044,False,2
1485,12898,True,2
520,6013,False,2
365,14781,False,2
655,12557,False,2
845,13875,True,2
1130,11507,False,3
150,5510,False,1
460,10198,False,2
435,8355,False,2
185,8016,True,1
625,6314,False,2
170,5831,True,1
550,10262,True,2
700,15136,False,2
830,7832,True,2
135,3859,False,1
150,4174,False,1
340,19225,True,2
975,10518,True,2
175,4823,False,1
165,7276,False,1
540,12192,False,2
865,11410,False,2
920,13033,False,3
570,26890,True,2
150,4804,False,1
1550,10844,True,2
1820,12436,False,3
175,4823,False,1
90,2227,True,1
940,10262,True,2
1225,17024,False,2
1325,9296,False,3
185,6094,True,1
1215,8586,False,2
1300,10919,False,3
455,9495,False,2
395,14714,True,2
180,5201,False,1
1420,7090,False,3
90,4575,False,1
545,9646,False,2
325,5636,True,2
545,9646,False,2
90,4050,True,1
1270,14714,True,2
150,4804,False,1
1485,10577,True,2
165,3898,True,1
960,14571,True,2
1300,10919,False,3
165,8016,False,1
425,6287,True,2
905,8366,False,2
440,15400,False,2
160,8553,True,1
155,3841,False,1
1545,10021,True,3
140,3597,False,1
145,4332,False,1
165,3898,True,1
1665,21375,False,3
975,8610,False,2
155,4804,False,1
1730,13591,False,3
590,14781,False,2
315,9134,False,2
1545,10493,True,3
1280,8147,False,2
140,3873,True,1
1025,14571,True,2
655,11003,False,3
550,10262,True,2
995,12719,True,2
1325,10262,True,2
165,7171,False,1
160,4423,True,1
490,12616,False,2
1560,12970,False,3
775,14914,True,2
85,3210,True,1
175,4632,False,1
655,12373,False,2
150,4804,False,1
565,21829,False,4
780,13587,False,2
1760,12819,True,3
660,6151,True,2
175,8016,False,1
680,15135,False,2
500,6794,False,2
1640,8610,False,2
1840,12723,True,3
1515,7662,False,2
515,14343,False,2
910,6795,False,2
140,3873,True,1
90,2754,True,1
905,16666,False,2
460,11098,True,2
1745,10539,False,2
735,9929,False,2
1430,10844,False,2
1730,12692,False,2
455,9212,True,2
630,13727,False,2
170,4282,True,1
1285,10844,True,2
965,7480,False,2
180,4823,False,1
825,12373,True,2
560,7215,False,2
1640,7480,False,2
720,8143,False,2
175,4823,True,1
735,10844,True,2
175,5621,True,1
1440,9555,True,2
165,4777,True,1
175,7648,False,1
295,10308,False,2
440,21219,False,3
295,11319,False,2
1415,10844,True,2
435,15078,True,2
90,2017,True,1
150,4409,True,1
275,5054,False,2
980,10111,True,3
170,4273,True,1
1735,8728,False,3
905,8576,False,2
180,8016,False,1
175,8016,False,1
1630,14151,True,2
165,4423,False,1
85,4050,False,1
345,14781,False,2
735,8586,True,2
215,5162,True,2
450,13731,True,2
925,7438,False,2
1520,14151,False,2
170,5613,True,1
290,5380,False,2
1015,7438,False,2
925,9646,False,2
625,6853,True,2
375,13555,False,2
480,5883,False,2
425,6171,True,2
90,3175,False,1
355,4832,False,2
570,13377,False,2
520,10262,True,2
1100,10262,True,2
1180,8603,False,3
1330,8586,False,2
765,8452,True,2
1395,14231,True,2
660,16289,False,2
175,6860,False,1
90,2754,True,1
925,9646,False,2
135,4667,False,1
155,4804,False,1
165,4545,True,1
1290,25735,True,2
1375,12647,True,3
1090,8586,False,2
140,5277,True,1
845,6206,False,2
165,4483,False,1
1550,9870,False,2
150,3841,False,1
150,3815,False,1
170,6860,True,1
870,12121,True,2
535,5963,False,2
160,3625,True,1
145,3841,False,1
170,4823,True,1
385,9646,False,2
620,10152,True,2
940,7514,False,2
685,16736,False,2
910,13584,True,2
1415,11222,False,3
140,3850,False,1
160,7608,False,1
1220,10844,True,2
510,7408,False,2
135,3687,False,1
375,11726,False,2
1610,9663,False,2
1845,12829,False,3
300,6069,False,2
1640,8529,False,2
385,8085,False,2
165,4878,True,1
170,4077,False,1
315,7605,True,2
1375,13014,True,3
885,11600,False,2
1005,14151,False,2
1105,12497,False,3
995,17024,True,2
155,6300,False,1
470,15147,False,2
760,6795,False,2
85,5755,True,1
1185,10203,True,2
1015,14714,False,2
170,4545,True,1
855,14781,False,2
1655,11602,False,3
90,4049,False,1
1375,13029,True,3
740,14571,False,2
165,6961,False,1
520,6381,False,2
155,3841,False,1
1325,11538,False,3
1440,8610,True,2
2170,11552,False,3
840,7408,False,2
1010,10262,True,2
1625,10991,True,3
435,13587,True,2
1255,7480,False,2
300,6351,False,2
420,7153,False,2
150,4409,True,1
315,7228,True,2
650,11667,False,2
315,4649,False,2
1255,12592,False,3
520,11789,False,2
135,4667,False,1
720,9719,True,2
375,6902,False,2
520,14781,True,2
850,10844,False,2
1975,11522,True,3
170,6121,False,1
385,8610,False,2
150,5620,True,1
150,4804,False,1
640,7005,False,2
1195,15129,True,3
520,8586,True,2
660,10197,False,2
605,10667,False,2
295,11160,False,2
1855,12488,False,3
685,10844,False,2
1595,9968,False,3
185,5198,True,1
875,8586,False,2
145,4332,False,1
290,5069,False,2
180,4544,False,1
690,14973,True,2
2120,13387,False,4
160,3625,True,1
1730,10703,False,2
155,7615,False,1
175,4823,True,1
1045,16736,False,2
890,9663,True,2
630,9205,False,2
335,15554,True,2
90,1965,True,1
150,5510,False,1
535,8266,False,2
90,3175,False,1
270,4760,False,2
735,7740,False,2
570,13941,False,2
865,11410,False,2
1640,12681,False,2
1615,15129,False,3
810,10368,True,3
725,12324,False,3
150,3841,False,1
1375,13014,True,3
940,6442,False,2
300,12373,False,2
845,13817,False,2
175,4823,True,1
1395,9412,True,3
1275,10231,True,3
175,7229,False,1
175,4273,False,1
1550,10844,True,2
325,7164,True,2
180,6478,False,1
180,5198,False,1
160,4319,True,1
1040,10262,True,2
190,6741,False,1
510,14571,False,2
725,26092,False,2
500,11753,False,3
900,7832,False,2
790,8610,False,2
510,13626,False,2
1615,10368,False,3
90,2754,True,1
1500,12692,False,2
175,10067,False,1
540,4959,False,2
1580,19372,False,3
80,3100,False,1
810,8405,False,2
570,6943,False,2
150,3841,False,1
90,2017,True,1
1065,9187,False,2
685,13941,False,2
1415,8938,True,3
170,4319,False,1
175,3573,True,1
145,3841,False,1
195,7202,False,1
355,9187,False,2
370,6976,False,2
1100,12898,True,2
1570,12898,True,2
1295,10588,True,3
1275,9181,True,3
1400,11087,True,2
330,10262,False,2
195,4886,False,1
355,8470,True,2
805,14960,False,4
155,3873,False,1
1595,11911,False,3
795,8907,False,2
135,3859,False,1
150,3807,True,1
155,4384,False,1
460,11622,True,2
160,4563,True,1
90,1965,False,1
155,4145,True,1
1410,10031,True,2
370,11628,False,2
330,10262,False,2
90,2017,False,1
190,6216,False,1
835,16294,False,4
170,3943,True,1
455,7038,False,2
475,7294,False,2
145,3873,False,1
90,3100,False,1
540,12507,False,2
875,6152,False,2
675,8030,False,2
180,5769,False,1
155,4804,False,1
1420,8372,False,2
280,8578,False,2
1275,11228,True,3
1385,13227,False,3
175,8855,True,1
525,12192,True,2
1195,12819,True,3
165,3943,False,1
755,18260,True,2
165,5228,False,1
970,14300,False,3
1830,10151,False,3
280,5699,False,2
1655,9187,False,2
765,8452,True,2
665,13961,True,2
180,5769,False,1
690,10877,False,2
170,4591,True,1
1200,17732,False,3
610,12373,True,2
150,3807,True,1
790,9555,False,2
165,4483,False,1
400,14781,False,2
1620,13292,False,3
1425,12373,True,2
320,5530,False,2
750,7081,False,2
1655,10262,False,2
455,9316,False,2
705,10844,False,2
810,8542,False,2
180,4823,False,1
1660,12940,True,2
450,13374,True,2
570,13062,False,2
810,13014,True,3
185,8541,True,1
1210,11134,False,2
615,7832,False,2
555,8888,False,2
865,9663,True,2
505,17267,False,2
890,7832,True,2
160,12123,True,1
510,8073,False,2
170,4991,False,1
165,3419,True,1
1395,10262,True,2
1010,10262,True,2
150,3807,True,1
85,5755,False,1
395,10262,True,2
865,13039,False,3
745,7832,False,2
140,6297,False,1
90,3210,True,1
640,15147,False,2
90,4049,False,1
1630,13882,False,3
745,8366,False,2
530,9134,True,2
170,4823,False,1
1440,5006,False,2
1255,7480,False,2
365,10844,False,2
735,7064,True,2
150,5224,False,1
155,4384,False,1
750,13377,False,2
755,8837,False,2
965,16352,False,2
1275,10441,True,3
140,3597,False,1
150,3807,True,1
735,9663,True,2
1430,12681,True,2
170,4668,False,1
1390,15129,False,3
485,17057,False,2
640,8372,True,2
150,5515,False,1
435,8355,False,2
90,2754,True,1
630,13377,False,2
1395,15554,True,2
150,5224,False,1
300,6069,False,2
1505,12373,False,2
585,6959,True,2
145,3841,False,1
925,8669,True,2
810,13014,True,3
1215,13731,False,2
930,7888,False,2
900,12942,False,2
1290,12395,False,2
425,14571,False,2
175,4591,True,1
1700,12592,False,3
150,4804,False,1
1090,14388,False,2
1275,14851,True,3
665,8586,True,2
640,31825,True,2
600,14237,True,3
290,5069,False,2
330,16079,False,2
800,9663,True,2
570,13587,False,2
1605,10808,True,2
555,11446,False,2
75,3100,True,1
455,6484,False,2
90,4049,False,1
170,3873,True,1
310,7280,True,2
90,3625,False,1
175,3919,True,1
1005,15554,True,2
140,3850,False,1
1195,15129,True,3
185,7229,True,1
175,4823,True,1
175,4823,True,1
1560,11682,False,2
175,4823,True,1
925,10262,False,2
665,6818,True,2
90,1965,True,1
975,9345,False,2
380,6938,False,2
1615,10368,False,3
1245,11753,False,3
1485,12488,True,3
345,9899,False,2
585,11622,False,2
160,3847,False,1
335,16079,True,2
165,6478,False,1
180,5201,False,1
155,4409,False,1
1475,17261,False,2
155,4878,False,1
160,3573,True,1
1220,10844,True,2
155,4804,True,1
180,5201,False,1
375,14533,False,2
140,3873,True,1
140,3543,False,1
640,7215,False,2
510,11999,False,2
90,2754,False,1
950,13817,True,2
150,4107,True,1
720,8073,False,2
90,2227,True,1
1295,10539,True,2
165,3943,True,1
1575,10844,False,2
170,3925,True,1
85,3210,True,1
180,8016,False,1
150,3841,False,1
450,14388,True,2
140,3597,False,1
630,14086,False,2
170,3749,True,1
165,7229,False,1
840,15603,False,2
170,4823,True,1
90,8040,False,1
1655,13941,False,2
395,14714,True,2
700,7927,False,2
175,4030,False,1
710,8285,False,2
590,10844,False,2
1610,9663,False,2
165,4148,True,1
295,6496,True,2
165,4148,True,1
790,13339,False,2
1630,13882,False,3
165,3943,True,1
950,11087,True,2
505,15318,True,3
140,3873,True,1
845,11573,True,2
170,4668,False,1
980,13576,True,3
1510,15434,False,2
170,5403,False,1
2300,16914,True,3
665,14781,True,2
175,4544,False,1
1195,9416,False,3
945,8662,False,2
555,9194,False,2
155,3873,False,1
295,11465,False,2
795,8907,False,2
1560,8770,False,3
1110,12242,False,2
540,12192,False,2
1655,8505,False,2
1155,9663,False,2
705,8614,False,2
1375,13292,True,3
490,7740,False,2
415,8854,True,2
765,7682,False,3
155,4804,False,1
170,4668,False,1
615,5797,False,2
180,4729,False,1
750,7888,False,2
290,5069,False,2
2280,9128,True,4
800,9663,True,2
765,7952,True,2
1595,10262,False,2
1000,13882,False,3
170,4591,False,1
255,16172,True,3
165,4591,True,1
90,4049,False,1
155,4804,False,1
450,6673,False,2
1760,11150,True,3
1380,13591,True,3
165,4077,False,1
730,12927,False,2
425,16274,True,3
160,4668,False,1
940,12898,True,2
465,11678,False,2
345,5775,True,2
150,5515,False,1
610,13555,True,2
730,14571,False,2
90,2227,False,1
170,6961,False,1
735,15704,False,2
90,8040,False,1
550,14714,True,2
1325,9296,False,3
600,10197,False,2
375,8372,False,2
175,6741,False,1
155,6297,False,1
590,13626,False,2
1430,15129,True,3
345,6426,True,2
495,20904,True,3
625,6451,True,2
855,12704,False,2
800,13067,True,2
165,7229,False,1
2040,12347,True,3
425,17057,False,2
535,8366,False,3
930,15078,False,2
710,7870,False,2
90,3603,False,1
555,11936,False,2
930,8925,False,2
180,6934,False,1
450,6542,False,2
155,4778,False,1
155,4804,False,1
870,14151,True,2
375,16108,False,2
630,13377,False,2
170,3919,False,1
425,15136,False,2
790,9345,False,2
795,12327,True,2
435,12284,False,2
1560,13039,False,3
660,11848,False,2
1485,16079,True,2
155,4804,True,1
1655,10844,True,2
865,8505,True,2
1210,11774,False,3
165,5769,False,1
740,10844,False,2
135,3597,False,1
530,16497,False,2
1570,14151,False,2
165,4804,False,1
85,3100,False,1
600,14714,False,2
90,8853,False,1
315,6582,False,2
170,4668,False,1
1220,14571,True,2
395,13843,True,2
755,7354,False,2
155,4804,True,1
140,5277,True,1
705,5998,True,2
170,4591,False,1
140,3597,False,1
90,5678,True,1
140,3850,False,1
90,2017,False,1
1325,10262,True,2
435,8603,False,3
555,14153,False,2
1630,8066,True,2
765,7695,False,2
270,8488,False,2
175,4340,False,1
870,14151,True,2
730,11087,False,2
1345,13759,True,2
550,16079,True,2
600,12717,False,2
90,4995,False,1
150,3873,False,1
330,7826,False,2
765,7980,True,2
910,9486,False,2
1400,10844,True,2
140,6482,True,1
480,6628,False,2
675,7452,False,2
1140,13882,False,3
600,8099,False,2
155,4878,False,1
315,5170,False,2
485,6315,False,2
135,7295,False,1
690,9794,False,2
1995,8834,True,3
90,2017,True,1
785,12615,False,2
175,7240,True,1
175,8016,False,1
155,4878,False,1
1375,13292,True,3
1265,11707,False,2
310,6147,False,2
810,6093,False,2
735,12681,True,2
160,3311,True,1
1175,14260,False,4
1730,13591,False,3
155,4804,True,1
1100,13538,False,3
1450,14151,False,2
170,5575,True,1
1610,14178,False,2
135,7082,False,1
175,4319,True,1
1470,20747,True,3
850,13759,False,2
1365,9181,True,3
995,17024,True,2
320,5298,False,2
510,13364,False,2
590,10844,False,2
520,13941,True,2
1300,10919,False,3
450,12284,True,2
825,6790,False,2
90,4392,False,1
2295,9653,True,3
90,2753,True,1
965,6327,True,2
910,11125,False,2
1210,10262,True,2
655,10262,False,2
340,6752,False,2
165,4423,False,1
165,3383,False,1
1100,12121,False,3
830,9021,False,2
455,8266,False,2
1395,14714,True,2
800,11386,True,3
1400,14815,False,2
1165,13843,False,2
810,7191,False,2
150,6251,False,1
1395,9412,True,3
140,3815,True,1
75,3100,True,1
190,6216,False,1
690,13377,False,2
290,5694,False,2
1320,15107,False,3
1215,11260,True,2
675,9929,False,2
765,5642,True,2
750,15078,False,2
690,13377,False,2
1035,16057,True,3
300,12284,True,2
90,5678,True,1
455,17703,True,2
175,4823,False,1
445,5562,True,3
355,13790,True,2
945,8586,False,2
690,11264,False,2
585,9663,True,2
750,6416,False,2
300,7725,False,2
1320,13376,False,3
1325,14231,False,2
1015,19828,False,2
85,8040,False,1
165,25913,False,1
600,16079,False,2
80,4937,True,1
865,13039,False,3
1080,9314,True,2
295,4957,False,2
450,14973,True,2
475,14571,False,2
150,5224,False,1
585,11622,False,2
165,3419,True,1
425,13344,True,3
570,6316,False,2
90,4392,False,1
900,16704,False,3
1025,8529,True,2
1460,14300,False,3
750,7198,False,2
1480,14300,True,3
185,7229,True,1
145,3841,False,1
165,4030,False,1
450,16079,True,2
90,2754,False,1
295,6842,True,2
165,6138,False,1
520,12576,True,2
1730,13067,False,2
435,9358,False,2
1215,8586,False,2
170,5176,False,1
765,7480,True,2
1840,12723,True,3
245,5793,False,2
615,14848,False,2
2295,10493,True,3
1295,11467,True,2
925,9719,True,2
140,3873,True,1
320,4862,True,2
170,3971,False,1
1365,7832,False,2
170,3625,False,1
1550,8610,False,2
390,14486,False,2
145,3841,False,1
875,13941,False,2
175,4823,True,1
760,12009,False,3
135,3597,False,1
575,21226,False,2
1040,10577,True,2
710,5320,False,2
175,6860,False,1
85,1759,True,1
1015,12242,False,2
140,3841,True,1
175,3502,False,1
570,10844,False,2
160,4174,True,1
435,5608,False,2
295,9376,False,2
1150,13584,True,2
645,7354,False,2
1335,10844,True,2
800,14388,True,2
635,14781,True,2
435,9653,False,3
1105,10262,False,2
940,6674,False,2
455,7663,False,2
160,4319,True,1
1005,12373,True,2
335,12242,True,2
660,16289,False,2
165,3419,True,1
475,7851,False,2
570,12284,True,2
345,6386,True,2
1760,15339,True,3
90,2017,True,1
425,16274,True,3
280,5947,True,2
85,8040,False,1
1615,10368,False,3
1590,8907,True,2
90,4049,False,1
165,8588,False,1
180,7229,True,1
180,3943,True,1
170,4483,True,1
1830,10151,False,3
170,3419,True,1
1245,13486,False,3
1350,8610,True,2
170,3898,False,1
1560,15187,False,3
985,10278,True,3
560,6442,False,2
425,13344,True,3
1475,5521,False,2
140,3597,False,1
1330,11077,False,2
455,6673,True,2
1560,12392,False,3
965,10366,True,2
2280,10703,True,4
795,7174,False,2
640,11087,True,2
170,3383,True,1
970,14960,False,3
800,11467,True,2
390,6673,False,2
90,3100,False,1
625,16736,True,2
765,5117,True,2
1925,11093,False,3
495,6354,True,2
180,5674,False,1
1125,13029,False,3
1760,12819,True,3
1900,14143,False,3
170,5740,False,1
175,7646,False,1
1730,13591,False,3
75,3100,True,1
1100,5406,True,2
735,14388,True,2
145,6297,False,1
180,7229,True,1
1995,20694,True,3
170,4282,True,1
840,13727,False,2
470,8614,False,2
455,7363,True,2
1275,11281,True,3
170,4340,False,1
160,4778,False,1
1505,12898,False,2
455,6442,False,2
450,14714,False,2
555,8018,False,2
155,4145,True,1
90,4784,False,1
480,11707,False,2
150,3815,False,1
920,21130,True,2
350,17024,False,2
145,3873,False,1
1570,14151,False,2
160,4804,True,1
1280,12898,False,2
170,4284,True,1
180,7229,False,1
290,6114,False,2
465,14848,False,2
645,13611,True,2
180,8016,False,1
590,14571,False,2
600,10675,False,2
415,6794,True,2
1110,6540,False,2
160,7240,False,1
1210,8839,False,3
145,3873,False,1
1395,11596,True,3
675,7199,False,2
330,12898,False,2
615,12524,False,2
1375,10368,True,3
90,8040,False,1
540,5135,False,2
980,5626,False,2
735,15809,False,2
